video_id,group_id,Question,Answer Options,Correct Answer
OP01-R07-Pizza,"OP01-R07-Pizza-744955-746295_16114.png
OP01-R07-Pizza-749210-760270_16294.png
OP01-R07-Pizza-768850-769540_16464.png
OP01-R07-Pizza-769620-831840_17371.png
OP01-R07-Pizza-832450-835170_18308.png
OP01-R07-Pizza-835845-845955_18494.png
OP01-R07-Pizza-846510-847990_18661.png
OP01-R07-Pizza-847555-848825_18702.png
OP01-R07-Pizza-848980-871240_19042.png",Where is the eating utensil you focused on most relative to the pizza crust and the bag of mozzarella?,"A: The eating utensil is on the countertop, to the left of the pizza crust and in front of the bag of mozzarella.
B: The eating utensil is on the countertop, to the right of the pizza crust and behind the bag of mozzarella.
C: The eating utensil is on the countertop, to the right of the pizza crust and in front of the bag of mozzarella.
D: The eating utensil is on the countertop, to the left of the pizza crust and behind the bag of mozzarella.
E: The eating utensil is on the countertop, directly below the pizza crust and next to the bag of mozzarella.",C
OP01-R07-Pizza,"OP01-R07-Pizza-451150-452220_8651.png
OP01-R07-Pizza-452230-453630_8688.png
OP01-R07-Pizza-453795-454465_8719.png
OP01-R07-Pizza-454525-470215_8955.png
OP01-R07-Pizza-470410-471520_9198.png
OP01-R07-Pizza-477680-496700_9489.png
OP01-R07-Pizza-497940-502940_9836.png
OP01-R07-Pizza-505610-525670_10199.png
OP01-R07-Pizza-526740-532070_10567.png","Where is the object you focused on the most while moving around the eating utensil, and what is its relative position to the mushrooms in the pan?","A: The object is the knife, located to the left of the mushrooms in the pan.
B: The object is the spatula, positioned above the mushrooms in the pan.
C: The object is the phone, situated to the right of the mushrooms in the pan.
D: The object is the sausage container, placed below the mushrooms in the pan.
E: The object is the pot lid, located behind the mushrooms in the pan.",B
OP02-R01-PastaSalad,"OP02-R01-PastaSalad-252268-253460_4869.png
OP02-R01-PastaSalad-255114-257461_4922.png
OP02-R01-PastaSalad-259307-260076_4969.png
OP02-R01-PastaSalad-260095-260672_4990.png
OP02-R01-PastaSalad-260672-261172_5007.png
OP02-R01-PastaSalad-264904-265673_5027.png
OP02-R01-PastaSalad-265692-266462_5052.png
OP02-R01-PastaSalad-268712-270943_5097.png
OP02-R01-PastaSalad-271924-278155_5220.png",Where is the bell pepper relative to your gaze direction when you are washing it?,"A: The bell pepper is in the sink, directly below your current fixation.
B: The bell pepper is on the countertop, to the left of your current fixation.
C: The bell pepper is in the sink, slightly to the right of your current fixation.
D: The bell pepper is on the plate, in front of your current fixation.
E: The bell pepper is in the sink, slightly to the left of your current fixation.",C
OP02-R01-PastaSalad,"OP02-R01-PastaSalad-32422-33191_12.png
OP02-R01-PastaSalad-33190-39306_112.png
OP02-R01-PastaSalad-41516-42978_222.png
OP02-R01-PastaSalad-47977-48631_254.png
OP02-R01-PastaSalad-50342-51381_279.png
OP02-R01-PastaSalad-52322-58784_388.png
OP02-R01-PastaSalad-59707-69270_621.png
OP02-R01-PastaSalad-73526-77026_811.png
OP02-R01-PastaSalad-79236-79967_874.png","Where is the object you focused on the most while pouring water into the pot, and what is its relative position to the faucet?","A: The pot is directly under the faucet, and my gaze was fixed on it as I poured water.
B: The pot is to the left of the faucet, and my gaze was directed towards the countertop.
C: The pot is to the right of the faucet, and my gaze was focused on the newspaper above the sink.
D: The pot is in front of the faucet, and my gaze was primarily on the bottle of dish soap.
E: The pot is behind the faucet, and my gaze was directed towards the wall.",A
OP02-R02-TurkeySandwich,"OP02-R02-TurkeySandwich-110790-112800_30.png
OP02-R02-TurkeySandwich-113065-114325_80.png
OP02-R02-TurkeySandwich-114395-116175_125.png
OP02-R02-TurkeySandwich-116335-118605_185.png
OP02-R02-TurkeySandwich-120640-124650_276.png
OP02-R02-TurkeySandwich-125555-127545_364.png
OP02-R02-TurkeySandwich-127580-130450_436.png
OP02-R02-TurkeySandwich-131605-134145_516.png
OP02-R02-TurkeySandwich-134195-135305_570.png",Where is the bread container relative to your gaze when you take it out of the fridge?,"A: The bread container is on the middle shelf, directly in front of my current fixation.
B: The bread container is on the bottom shelf, slightly to the left of my current fixation.
C: The bread container is on the top shelf, to the right of my current fixation.
D: The bread container is on the middle shelf, to the right of my current fixation.
E: The bread container is on the bottom shelf, behind my current fixation.",D
OP02-R02-TurkeySandwich,"OP02-R02-TurkeySandwich-110790-112800_30.png
OP02-R02-TurkeySandwich-113065-114325_80.png
OP02-R02-TurkeySandwich-114395-116175_125.png
OP02-R02-TurkeySandwich-116335-118605_185.png
OP02-R02-TurkeySandwich-120640-124650_276.png
OP02-R02-TurkeySandwich-125555-127545_364.png
OP02-R02-TurkeySandwich-127580-130450_436.png
OP02-R02-TurkeySandwich-131605-134145_516.png
OP02-R02-TurkeySandwich-134195-135305_570.png",Where is the bread container relative to your gaze when you take it out of the fridge?,"A: The bread container is on the middle shelf, directly in front of my current fixation.
B: The bread container is on the bottom shelf, slightly to the left of my current fixation.
C: The bread container is on the top shelf, to the right of my current fixation.
D: The bread container is on the middle shelf, to the right of my current fixation.
E: The bread container is on the bottom shelf, behind my current fixation.",D
OP02-R03-BaconAndEggs,"OP02-R03-BaconAndEggs-188685-189525_2926.png
OP02-R03-BaconAndEggs-189800-191820_2969.png
OP02-R03-BaconAndEggs-198290-231800_3482.png
OP02-R03-BaconAndEggs-245120-252690_4076.png
OP02-R03-BaconAndEggs-252850-254240_4206.png
OP02-R03-BaconAndEggs-257640-271810_4432.png
OP02-R03-BaconAndEggs-323200-331300_4754.png
OP02-R03-BaconAndEggs-350490-353620_4917.png
OP02-R03-BaconAndEggs-362310-363980_4988.png","Where is the object you focused on the most while mixing the egg, and what is its relative position to the bowl?","A: The spoon, which is in your right hand, positioned above the bowl.
B: The whisk, which is in your left hand, positioned inside the bowl.
C: The fork, which is in your right hand, positioned beside the bowl.
D: The spoon, which is in your left hand, positioned inside the bowl.
E: The whisk, which is in your right hand, positioned above the bowl.",D
OP02-R03-BaconAndEggs,"OP02-R03-BaconAndEggs-643740-645740_9674.png
OP02-R03-BaconAndEggs-645825-649955_9764.png
OP02-R03-BaconAndEggs-651310-653250_9853.png
OP02-R03-BaconAndEggs-658270-659360_9897.png
OP02-R03-BaconAndEggs-661200-663600_9949.png
OP02-R03-BaconAndEggs-664992-666592_10009.png
OP02-R03-BaconAndEggs-666817-671517_10102.png
OP02-R03-BaconAndEggs-672472-675902_10221.png
OP02-R03-BaconAndEggs-676732-681122_10334.png",Where is the object you focused on while dividing/pulling apart the bread relative to the plate and the countertop?,"A: The bread is on the countertop, to the left of the plate and directly under your gaze.
B: The bread is on the countertop, to the right of the plate and slightly above your gaze.
C: The bread is on the countertop, in front of the plate and aligned with your gaze.
D: The bread is on the countertop, behind the plate and below your gaze.
E: The bread is on the countertop, between the plate and your hand, and directly under your gaze.",E
OP02-R04-ContinentalBreakfast,"OP02-R04-ContinentalBreakfast-219655-220505_4316.png
OP02-R04-ContinentalBreakfast-220520-223570_4374.png
OP02-R04-ContinentalBreakfast-223575-226835_4467.png
OP02-R04-ContinentalBreakfast-228955-252545_4856.png
OP02-R04-ContinentalBreakfast-253180-255440_5230.png
OP02-R04-ContinentalBreakfast-255460-256750_5282.png
OP02-R04-ContinentalBreakfast-256795-261385_5368.png
OP02-R04-ContinentalBreakfast-261390-262930_5457.png
OP02-R04-ContinentalBreakfast-279460-284870_5558.png","Where is the bread container relative to your gaze as you open it, and how does its position change when you take a slice of bread?","A: The bread container is directly in front of my gaze as I open it, and it remains in the same position when I take a slice of bread.
B: The bread container is slightly to the left of my gaze as I open it, and it shifts further left when I take a slice of bread.
C: The bread container is slightly to the right of my gaze as I open it, and it moves closer to the center when I take a slice of bread.
D: The bread container is directly below my gaze as I open it, and it moves upwards when I take a slice of bread.
E: The bread container is slightly above my gaze as I open it, and it shifts downwards when I take a slice of bread.",C
OP02-R04-ContinentalBreakfast,"OP02-R04-ContinentalBreakfast-104395-131430_1938.png
OP02-R04-ContinentalBreakfast-137030-138020_2344.png
OP02-R04-ContinentalBreakfast-139550-140810_2378.png
OP02-R04-ContinentalBreakfast-140630-146700_2484.png
OP02-R04-ContinentalBreakfast-146400-147000_2581.png
OP02-R04-ContinentalBreakfast-148100-149710_2614.png
OP02-R04-ContinentalBreakfast-149985-154350_2702.png
OP02-R04-ContinentalBreakfast-155230-156850_2790.png
OP02-R04-ContinentalBreakfast-156870-158530_2840.png","Where is the object you focused on the most in Frame 1, and what is its relative position to the microwave control panel?","A: The object is the ""DELAY START"" button, located directly under your gaze and slightly to the right of the center of the control panel.
B: The object is the ""START"" button, positioned below your gaze and to the left of the control panel.
C: The object is the ""CANCEL"" button, situated above your gaze and to the far right of the control panel.
D: The object is the ""LIGHT"" button, located above your gaze and near the top-right corner of the control panel.
E: The object is the ""SET+START"" button, placed slightly to the left of your gaze and near the middle of the control panel.",A
OP02-R05-Cheeseburger,"OP02-R05-Cheeseburger-166440-170130_2222.png
OP02-R05-Cheeseburger-179460-180670_2295.png
OP02-R05-Cheeseburger-180545-187975_2422.png
OP02-R05-Cheeseburger-195048-200402_2608.png
OP02-R05-Cheeseburger-200953-202401_2707.png
OP02-R05-Cheeseburger-202854-207035_2790.png
OP02-R05-Cheeseburger-215773-216413_2860.png
OP02-R05-Cheeseburger-218343-233997_3095.png
OP02-R05-Cheeseburger-234004-236542_3358.png",Where is the tomato relative to your gaze as you wash it in the sink?,"A: The tomato is in the sink, directly under my current fixation.
B: The tomato is on the countertop, to the left of my current fixation.
C: The tomato is in the sink, slightly to the right of my current fixation.
D: The tomato is on the cutting board, in front of my current fixation.
E: The tomato is in the sink, slightly to the left of my current fixation.",C
OP02-R05-Cheeseburger,"OP02-R05-Cheeseburger-120540-121660_1183.png
OP02-R05-Cheeseburger-121390-127170_1284.png
OP02-R05-Cheeseburger-127920-135730_1481.png
OP02-R05-Cheeseburger-135965-145155_1727.png
OP02-R05-Cheeseburger-146000-147370_1880.png
OP02-R05-Cheeseburger-150305-152055_1926.png
OP02-R05-Cheeseburger-152160-153030_1965.png
OP02-R05-Cheeseburger-156250-158100_2006.png
OP02-R05-Cheeseburger-158265-162905_2100.png","Where is the object you focused on the most while washing the lettuce, and what is its relative position to the sink?","A: The sponge, located in the left basin of the sink, directly under your gaze for a significant duration.
B: The faucet, positioned above the right basin, which you looked at frequently while adjusting the water flow.
C: The bottle of dish soap, placed on the countertop to the left of the sink, which you gazed at multiple times.
D: The lettuce, held in your hands over the right basin of the sink, which was the primary focus of your gaze throughout the washing process.
E: The newspaper, lying on the wall behind the sink, which you glanced at occasionally while washing.",D
OP02-R06-GreekSalad,"OP02-R06-GreekSalad-318682-320071_6118.png
OP02-R06-GreekSalad-339265-341098_6166.png
OP02-R06-GreekSalad-342181-344348_6225.png
OP02-R06-GreekSalad-348875-349931_6272.png
OP02-R06-GreekSalad-349959-350848_6301.png
OP02-R06-GreekSalad-351681-352514_6328.png
OP02-R06-GreekSalad-354292-355792_6363.png
OP02-R06-GreekSalad-356931-358431_6407.png
OP02-R06-GreekSalad-360764-365819_6502.png",Where is the cheese container relative to your gaze direction when you first open it?,"A: The cheese container is on the countertop, directly in front of my current fixation.
B: The cheese container is on the plate, to the left of my current fixation.
C: The cheese container is on the countertop, slightly to the right and below my current fixation.
D: The cheese container is inside the fridge, above my current fixation.
E: The cheese container is on the countertop, to the left and behind my current fixation.",C
OP02-R06-GreekSalad,"OP02-R06-GreekSalad-318682-320071_6118.png
OP02-R06-GreekSalad-339265-341098_6166.png
OP02-R06-GreekSalad-342181-344348_6225.png
OP02-R06-GreekSalad-348875-349931_6272.png
OP02-R06-GreekSalad-349959-350848_6301.png
OP02-R06-GreekSalad-351681-352514_6328.png
OP02-R06-GreekSalad-354292-355792_6363.png
OP02-R06-GreekSalad-356931-358431_6407.png
OP02-R06-GreekSalad-360764-365819_6502.png",Where is the cheese container relative to your gaze and other objects on the countertop when you open it?,"A: The cheese container is directly in front of my gaze, slightly to the left of the plate with the onion.
B: The cheese container is to the right of my gaze, next to the eating utensil.
C: The cheese container is below my gaze, near the bottom edge of the countertop.
D: The cheese container is above my gaze, close to the salt container.
E: The cheese container is to the left of my gaze, near the bowl.",A
OP02-R07-Pizza,"OP02-R07-Pizza-29330-30566_19.png
OP02-R07-Pizza-33100-40541_146.png
OP02-R07-Pizza-45280-46855_278.png
OP02-R07-Pizza-49410-50557_320.png
OP02-R07-Pizza-54908-55728_351.png
OP02-R07-Pizza-56520-57272_376.png
OP02-R07-Pizza-59168-60452_407.png
OP02-R07-Pizza-60474-64126_480.png
OP02-R07-Pizza-65479-68631_580.png",Where is the pizza crust container located relative to your gaze when you inspect and read it?,"A: The pizza crust container is on the countertop, directly in front of my current fixation.
B: The pizza crust container is inside the fridge, to the left of my current fixation.
C: The pizza crust container is on the countertop, slightly to the right of my current fixation.
D: The pizza crust container is inside the fridge, below my current fixation.
E: The pizza crust container is on the countertop, behind my current fixation.",C
OP02-R07-Pizza,"OP02-R07-Pizza-121474-137614_1968.png
OP02-R07-Pizza-137938-142793_2271.png
OP02-R07-Pizza-143047-145304_2375.png
OP02-R07-Pizza-145940-163961_2668.png
OP02-R07-Pizza-164320-182943_3197.png
OP02-R07-Pizza-183131-184583_3487.png
OP02-R07-Pizza-188245-190150_3536.png
OP02-R07-Pizza-190460-192083_3588.png
OP02-R07-Pizza-195375-197770_3646.png",Where is the sausage I am currently looking at relative to the plate and other objects on the countertop?,"A: The sausage is on the dough, directly in front of my current fixation, with the plate to its left.
B: The sausage is on the dough, slightly to the right of my current fixation, with the cutting board beneath it.
C: The sausage is on the dough, to the left of my current fixation, with the bottle of sauce behind it.
D: The sausage is on the dough, to the right of my current fixation, with the plate to its right.
E: The sausage is on the dough, directly under my current fixation, with the cutting board to its left.",A
OP03-R02-TurkeySandwich,"OP03-R02-TurkeySandwich-164640-167510_1999.png
OP03-R02-TurkeySandwich-167630-169800_2074.png
OP03-R02-TurkeySandwich-170320-172380_2137.png
OP03-R02-TurkeySandwich-172380-173860_2189.png
OP03-R02-TurkeySandwich-173870-175450_2235.png
OP03-R02-TurkeySandwich-175470-177060_2283.png
OP03-R02-TurkeySandwich-177270-179100_2334.png
OP03-R02-TurkeySandwich-179150-180830_2386.png
OP03-R02-TurkeySandwich-183780-190930_2515.png",What is the relative position of the deli meat you took from the fridge drawer compared to your gaze direction and other objects in the scene?,"A: The deli meat is on the left side of the cheese container, directly in line with my current gaze.
B: The deli meat is below the tomato container, slightly to the right of my current gaze.
C: The deli meat is next to the cheese container, positioned above my current gaze.
D: The deli meat is near the bottom of the fridge drawer, to the left of my current gaze and adjacent to the cheese container.
E: The deli meat is at the top of the fridge drawer, to the right of my current gaze and beside the tomato container.",D
OP03-R02-TurkeySandwich,"OP03-R02-TurkeySandwich-336630-337330_5786.png
OP03-R02-TurkeySandwich-337460-342210_5865.png
OP03-R02-TurkeySandwich-342670-343600_5948.png
OP03-R02-TurkeySandwich-343700-345670_5992.png
OP03-R02-TurkeySandwich-345940-346560_6031.png
OP03-R02-TurkeySandwich-346650-347600_6055.png
OP03-R02-TurkeySandwich-347740-348740_6085.png
OP03-R02-TurkeySandwich-350460-351050_6109.png
OP03-R02-TurkeySandwich-352370-354160_6144.png",Where is the tomato slice I just placed relative to the cheese and my current fixation?,"A: The tomato slice is on top of the cheese, slightly to the left of my current fixation.
B: The tomato slice is next to the cheese, below my current fixation.
C: The tomato slice is under the cheese, directly in line with my current fixation.
D: The tomato slice is on top of the cheese, slightly to the right of my current fixation.
E: The tomato slice is beside the cheese, above my current fixation.",D
OP03-R03-BaconAndEggs,"OP03-R03-BaconAndEggs-161474-164234_2424.png
OP03-R03-BaconAndEggs-165171-167681_2501.png
OP03-R03-BaconAndEggs-167561-169193_2562.png
OP03-R03-BaconAndEggs-179717-185995_2678.png
OP03-R03-BaconAndEggs-188000-191100_2814.png
OP03-R03-BaconAndEggs-192330-196410_2919.png
OP03-R03-BaconAndEggs-199400-202501_3024.png
OP03-R03-BaconAndEggs-207402-213193_3154.png
OP03-R03-BaconAndEggs-213652-214531_3252.png",Where is the pan relative to your gaze direction when you pour oil into it?,"A: The pan is directly in front of my current fixation, slightly to the left.
B: The pan is on the countertop, behind my current fixation.
C: The pan is on the stove, to the right of my current fixation.
D: The pan is on the countertop, in front of my current fixation and slightly to the right.
E: The pan is on the stove, to the left of my current fixation.",D
OP03-R03-BaconAndEggs,"OP03-R03-BaconAndEggs-793954-795026_11276.png
OP03-R03-BaconAndEggs-794784-795521_11304.png
OP03-R03-BaconAndEggs-796613-798583_11344.png
OP03-R03-BaconAndEggs-799081-800329_11392.png
OP03-R03-BaconAndEggs-800444-801280_11424.png
OP03-R03-BaconAndEggs-804867-805930_11453.png
OP03-R03-BaconAndEggs-805992-807307_11489.png
OP03-R03-BaconAndEggs-807764-808618_11522.png
OP03-R03-BaconAndEggs-811145-815435_11597.png","Where is the object you focused on the most while taking the bowl, and what is its relative position to other objects in the fridge?","A: The sausage container, located below the cheese package and to the left of the bacon container.
B: The cheese package, positioned above the sausage container and to the right of the butter containers.
C: The butter containers, situated near the center of the fridge, to the left of the cheese package.
D: The bacon container, placed at the bottom of the fridge, next to the sausage container.
E: The butter containers, located in the middle of the fridge, to the right of the sausage container and below the cheese package.",C
OP03-R04-ContinentalBreakfast,"OP03-R04-ContinentalBreakfast-259404-260404_5007.png
OP03-R04-ContinentalBreakfast-260449-261518_5038.png
OP03-R04-ContinentalBreakfast-263468-265668_5086.png
OP03-R04-ContinentalBreakfast-269178-274113_5191.png
OP03-R04-ContinentalBreakfast-275680-276805_5279.png
OP03-R04-ContinentalBreakfast-278578-279872_5315.png
OP03-R04-ContinentalBreakfast-279530-283847_5398.png
OP03-R04-ContinentalBreakfast-283093-284050_5475.png
OP03-R04-ContinentalBreakfast-286627-287432_5502.png",Where is the object you focused on the most while pouring water into the pot relative to the faucet and sink?,"A: The pot is in the sink, directly under the faucet, and to the right of your longest fixation point.
B: The pot is on the countertop, away from the sink, and to the left of your longest fixation point.
C: The pot is in the sink, slightly to the left of the faucet, and aligned with your longest fixation point.
D: The pot is in the sink, to the right of the faucet, and below your longest fixation point.
E: The pot is on the stove, far from the sink, and to the right of your longest fixation point.",C
