video_id,group_id,Question,Answer Options,Correct Answer
OP02-R03-BaconAndEggs,"OP02-R03-BaconAndEggs-684082-685712_10423.png
OP02-R03-BaconAndEggs-687282-688702_10469.png
OP02-R03-BaconAndEggs-694800-695690_10503.png
OP02-R03-BaconAndEggs-695940-713040_10764.png
OP02-R03-BaconAndEggs-714820-716920_11042.png
OP02-R03-BaconAndEggs-716985-725865_11202.png
OP02-R03-BaconAndEggs-727228-728808_11355.png
OP02-R03-BaconAndEggs-729525-733425_11436.png
OP02-R03-BaconAndEggs-733606-742328_11619.png","Why did I spread the condiment on the bread while preparing my meal, given the observed changes in my attention?","A: I was distracted by the bacon cooking and accidentally spilled the condiment.
B: I was checking if the condiment container was properly sealed before spreading it.
C: I was focusing on evenly distributing the condiment to enhance the flavor of the sandwich.
D: I was trying to mimic someone else's cooking technique without paying attention to my own actions.
E: I was ensuring that the bread was fresh by closely inspecting it before applying the condiment.",C
OP02-R03-BaconAndEggs,"OP02-R03-BaconAndEggs-643740-645740_9674.png
OP02-R03-BaconAndEggs-645825-649955_9764.png
OP02-R03-BaconAndEggs-651310-653250_9853.png
OP02-R03-BaconAndEggs-658270-659360_9897.png
OP02-R03-BaconAndEggs-661200-663600_9949.png
OP02-R03-BaconAndEggs-664992-666592_10009.png
OP02-R03-BaconAndEggs-666817-671517_10102.png
OP02-R03-BaconAndEggs-672472-675902_10221.png
OP02-R03-BaconAndEggs-676732-681122_10334.png","Why did I divide/pull apart the bread while preparing my meal, given the observed changes in my attention?","A: I was distracted by the newspaper on the wall and accidentally tore the bread.
B: I was checking the freshness of the bread by tearing it apart.
C: I was dividing the bread to serve it on the plates I had just arranged.
D: I was trying to hide the bread from someone else who might take it.
E: I was preparing the bread for a specific recipe that required it to be torn.",C
OP02-R04-ContinentalBreakfast,"OP02-R04-ContinentalBreakfast-42320-43200_13.png
OP02-R04-ContinentalBreakfast-43210-44370_43.png
OP02-R04-ContinentalBreakfast-45210-45980_72.png
OP02-R04-ContinentalBreakfast-45975-47295_104.png
OP02-R04-ContinentalBreakfast-48505-51235_163.png
OP02-R04-ContinentalBreakfast-51790-58980_307.png
OP02-R04-ContinentalBreakfast-59215-60695_433.png
OP02-R04-ContinentalBreakfast-62805-63765_469.png
OP02-R04-ContinentalBreakfast-64025-66645_522.png","Why did I transfer condiment from the container to the plate while organizing my meal, given the observed changes in my attention?","A: I was distracted by the eating utensil and accidentally spilled some condiment on the plate.
B: I was checking if the condiment container had enough left for another use before transferring it.
C: I was preparing the plate with a specific amount of condiment based on my gaze focus on the container's level.
D: I was influenced by someone nearby who suggested adding more flavor to the dish.
E: I was simply following a routine without paying much attention to the exact quantity.",C
OP02-R04-ContinentalBreakfast,"OP02-R04-ContinentalBreakfast-66950-71830_631.png
OP02-R04-ContinentalBreakfast-72435-73955_724.png
OP02-R04-ContinentalBreakfast-74385-92960_1014.png
OP02-R04-ContinentalBreakfast-92560-94930_1316.png
OP02-R04-ContinentalBreakfast-94927-95657_1361.png
OP02-R04-ContinentalBreakfast-96462-97132_1382.png
OP02-R04-ContinentalBreakfast-98450-100590_1424.png
OP02-R04-ContinentalBreakfast-100680-102200_1478.png
OP02-R04-ContinentalBreakfast-102740-104330_1524.png","Why did I place the plate in the microwave after pouring the condiment, given the observed changes in my attention?","A: I was distracted by the knife and accidentally put it in the microwave.
B: I was ensuring that the condiment would be evenly distributed on the food.
C: I was preparing to heat the food for a better dining experience.
D: I was checking if the condiment bottle was empty before microwaving.
E: I was mimicking someone else's actions without realizing the purpose.",C
OP02-R05-Cheeseburger,"OP02-R05-Cheeseburger-299474-300474_4845.png
OP02-R05-Cheeseburger-300628-322127_5170.png
OP02-R05-Cheeseburger-322338-323492_5496.png
OP02-R05-Cheeseburger-324799-328376_5565.png
OP02-R05-Cheeseburger-337424-339194_5643.png
OP02-R05-Cheeseburger-343087-344395_5688.png
OP02-R05-Cheeseburger-344779-345818_5723.png
OP02-R05-Cheeseburger-346548-348395_5766.png
OP02-R05-Cheeseburger-351624-352816_5811.png","Why did I compress the patty with the cooking utensil while it was on the pan, given the observed changes in my attention?","A: I was trying to ensure even cooking by distributing the heat better.
B: I was distracted by the steam coming from another pot and lost focus on the patty.
C: I was checking if the patty was cooked through by pressing it down.
D: I was preparing to flip the patty but accidentally pressed it instead.
E: I was mimicking a cooking show technique I saw earlier.",C
OP02-R05-Cheeseburger,"OP02-R05-Cheeseburger-166440-170130_2222.png
OP02-R05-Cheeseburger-179460-180670_2295.png
OP02-R05-Cheeseburger-180545-187975_2422.png
OP02-R05-Cheeseburger-195048-200402_2608.png
OP02-R05-Cheeseburger-200953-202401_2707.png
OP02-R05-Cheeseburger-202854-207035_2790.png
OP02-R05-Cheeseburger-215773-216413_2860.png
OP02-R05-Cheeseburger-218343-233997_3095.png
OP02-R05-Cheeseburger-234004-236542_3358.png","Why did I cut the tomato while preparing the sandwich, given the observed changes in my attention?","A: I was focusing on the tomato to ensure it was properly sliced for even distribution.
B: I was distracted by the lettuce and kept adjusting its position.
C: I was checking if the tomato was ripe enough before cutting it.
D: I was trying to hide the tomato from others while slicing it.
E: I was preparing the tomato as a garnish for the patty.",A
OP02-R06-GreekSalad,"OP02-R06-GreekSalad-37500-40833_48.png
OP02-R06-GreekSalad-41111-41722_106.png
OP02-R06-GreekSalad-44138-46027_143.png
OP02-R06-GreekSalad-47360-48860_193.png
OP02-R06-GreekSalad-50055-50666_224.png
OP02-R06-GreekSalad-50860-57860_335.png
OP02-R06-GreekSalad-58305-58916_446.png
OP02-R06-GreekSalad-59110-62332_501.png
OP02-R06-GreekSalad-64221-64888_558.png","Why did I take the tomato from the fridge drawer while preparing my meal, given the observed changes in my attention?","A: I was distracted by the lettuce container and accidentally grabbed the tomato instead.
B: I was checking if the tomato was ripe enough for the salad based on its color.
C: I was trying to find a specific ingredient but ended up taking the tomato due to its proximity.
D: I was influenced by someone else's suggestion to add tomatoes to the dish.
E: I was ensuring the tomato was fresh by feeling its texture with my gaze focused on it.",E
OP02-R06-GreekSalad,"OP02-R06-GreekSalad-398031-400586_7072.png
OP02-R06-GreekSalad-400975-403253_7143.png
OP02-R06-GreekSalad-403281-404559_7196.png
OP02-R06-GreekSalad-405865-407365_7238.png
OP02-R06-GreekSalad-408448-410337_7288.png
OP02-R06-GreekSalad-410614-411503_7330.png
OP02-R06-GreekSalad-413280-414114_7357.png
OP02-R06-GreekSalad-414308-415475_7388.png
OP02-R06-GreekSalad-415502-417891_7440.png","Why did I pour the condiment onto the salad while preparing it, given the observed changes in my attention?","A: I was distracted by the items on the counter and accidentally poured too much.
B: I was checking the flavor balance by observing how the condiment mixed with the salad ingredients.
C: I was trying to hide the fact that I added extra dressing from others.
D: I was focused on ensuring the lettuce was properly covered, as indicated by my gaze on the salad bowl.
E: I was mimicking someone else's actions without realizing it.",D
OP02-R07-Pizza,"OP02-R07-Pizza-440880-442380_8265.png
OP02-R07-Pizza-442298-445980_8341.png
OP02-R07-Pizza-446327-447959_8420.png
OP02-R07-Pizza-448277-454705_8538.png
OP02-R07-Pizza-463945-469398_8710.png
OP02-R07-Pizza-471197-472510_8810.png
OP02-R07-Pizza-486632-487810_8848.png
OP02-R07-Pizza-487906-489996_8897.png
OP02-R07-Pizza-491423-492291_8941.png","Why did I open the condiment container after cutting the bell peppers, given the observed changes in my attention?","A: I was preparing to add a sauce or seasoning to the dish, as indicated by my gaze shifting towards the recipe.
B: I was distracted by the nearby utensils and accidentally grabbed the condiment container instead of continuing with the vegetables.
C: I was checking if there were any more bell peppers left in the fridge before proceeding.
D: I was trying to mimic someone else's cooking style, which involves using specific condiments at certain steps.
E: I was ensuring that the condiment container was empty before discarding it.",A
OP02-R07-Pizza,"OP02-R07-Pizza-381772-383285_6868.png
OP02-R07-Pizza-383861-392872_7020.png
OP02-R07-Pizza-397170-402383_7225.png
OP02-R07-Pizza-402443-403869_7322.png
OP02-R07-Pizza-404334-409167_7413.png
OP02-R07-Pizza-410568-411431_7496.png
OP02-R07-Pizza-411504-431371_7796.png
OP02-R07-Pizza-432830-434416_8106.png
OP02-R07-Pizza-434890-438764_8186.png","Why did I move around the mushrooms while cooking, given the observed changes in my attention?","A: I was checking if the mushrooms were evenly distributed on the pan.
B: I was distracted by the bell peppers and kept adjusting them instead.
C: I was ensuring the mushrooms cooked properly by monitoring their browning.
D: I was trying to hide the mushrooms from someone else.
E: I was preparing the mushrooms for a different dish.",C
OP03-R02-TurkeySandwich,"OP03-R02-TurkeySandwich-293640-294350_4789.png
OP03-R02-TurkeySandwich-294410-295230_4813.png
OP03-R02-TurkeySandwich-295240-296470_4845.png
OP03-R02-TurkeySandwich-297550-298810_4883.png
OP03-R02-TurkeySandwich-298960-299870_4915.png
OP03-R02-TurkeySandwich-300290-310270_5074.png
OP03-R02-TurkeySandwich-310370-311260_5233.png
OP03-R02-TurkeySandwich-311260-312060_5259.png
OP03-R02-TurkeySandwich-312450-313360_5286.png","Why did I open the condiment container while preparing the sandwich, given the observed changes in my attention?","A: I was distracted by the nearby bottle of syrup and accidentally opened it instead.
B: I was checking if there was enough mustard left before spreading it on the bread.
C: I was trying to mimic someone else's actions as they prepared a similar sandwich.
D: I was focusing on the knife to ensure it was clean before using it again.
E: I was looking for a different condiment but grabbed the mustard bottle due to its proximity.",B
OP03-R02-TurkeySandwich,"OP03-R02-TurkeySandwich-293640-294350_4789.png
OP03-R02-TurkeySandwich-294410-295230_4813.png
OP03-R02-TurkeySandwich-295240-296470_4845.png
OP03-R02-TurkeySandwich-297550-298810_4883.png
OP03-R02-TurkeySandwich-298960-299870_4915.png
OP03-R02-TurkeySandwich-300290-310270_5074.png
OP03-R02-TurkeySandwich-310370-311260_5233.png
OP03-R02-TurkeySandwich-311260-312060_5259.png
OP03-R02-TurkeySandwich-312450-313360_5286.png","Why did I open the condiment container while preparing the sandwich, given the observed changes in my attention?","A: I was distracted by the nearby bottle and accidentally opened it.
B: I was checking if the condiment was expired before using it.
C: I intended to add a specific condiment to enhance the flavor of the sandwich.
D: I was mimicking someone else's actions who was also making a sandwich.
E: I was trying to hide the condiment from others.",C
OP03-R03-BaconAndEggs,"OP03-R03-BaconAndEggs-469554-478165_6311.png
OP03-R03-BaconAndEggs-482730-508140_6802.png
OP03-R03-BaconAndEggs-508199-510830_7207.png
OP03-R03-BaconAndEggs-510842-518820_7361.png
OP03-R03-BaconAndEggs-536631-542642_7564.png
OP03-R03-BaconAndEggs-544066-560581_7889.png
OP03-R03-BaconAndEggs-582554-591226_8253.png
OP03-R03-BaconAndEggs-637409-638401_8394.png
OP03-R03-BaconAndEggs-639626-641277_8433.png","Why did I move the bacon around in the pan while cooking, given the observed changes in my attention?","A: I was ensuring even cooking by distributing heat across the bacon.
B: I was distracted by the stove controls and kept adjusting them.
C: I was checking if the bacon was cooked on one side before flipping it.
D: I was trying to create a pattern with the bacon pieces for presentation.
E: I was preparing to add other ingredients to the pan.",C
OP03-R03-BaconAndEggs,"OP03-R03-BaconAndEggs-315654-317060_3287.png
OP03-R03-BaconAndEggs-318394-320542_3340.png
OP03-R03-BaconAndEggs-320613-322206_3396.png
OP03-R03-BaconAndEggs-322304-328990_3517.png
OP03-R03-BaconAndEggs-340240-341260_3629.png
OP03-R03-BaconAndEggs-342288-346105_3701.png
OP03-R03-BaconAndEggs-347811-349582_3783.png
OP03-R03-BaconAndEggs-349231-350705_3830.png
OP03-R03-BaconAndEggs-354263-355313_3867.png","Why did I transfer the eggs from the pan to the plate while organizing my cooking process, given the observed changes in my attention?","A: I was focused on the recipe book to ensure I followed the next steps correctly.
B: I was checking if the eggs were cooked properly by observing their texture closely.
C: I was preparing the eggs for immediate consumption and needed them off the heat.
D: I was distracted by the juice container in the fridge and wanted to clear the stove area.
E: I was trying to create space on the stove for another dish.",B
OP03-R04-ContinentalBreakfast,"OP03-R04-ContinentalBreakfast-153630-158597_2468.png
OP03-R04-ContinentalBreakfast-159680-169224_2679.png
OP03-R04-ContinentalBreakfast-170649-173294_2857.png
OP03-R04-ContinentalBreakfast-173386-192226_3168.png
OP03-R04-ContinentalBreakfast-192270-193110_3453.png
OP03-R04-ContinentalBreakfast-193145-195030_3493.png
OP03-R04-ContinentalBreakfast-195082-195871_3533.png
OP03-R04-ContinentalBreakfast-195881-198686_3586.png
OP03-R04-ContinentalBreakfast-198942-199748_3639.png","Why did I transfer the condiment from the container to the cup while mixing, given the observed changes in my attention?","A: I was distracted by the nearby Crisco container and accidentally spilled some of it into the mixture.
B: I was ensuring that the correct amount of condiment was added for proper flavoring, as indicated by my focused gaze on the spoon and container.
C: I was trying to mimic someone else's actions without paying much attention to the actual task at hand.
D: I was checking if the condiment container was empty before transferring its contents.
E: I was simply following a recipe step blindly, without considering the impact of my gaze on the action.",B
OP03-R04-ContinentalBreakfast,"OP03-R04-ContinentalBreakfast-153630-158597_2468.png
OP03-R04-ContinentalBreakfast-159680-169224_2679.png
OP03-R04-ContinentalBreakfast-170649-173294_2857.png
OP03-R04-ContinentalBreakfast-173386-192226_3168.png
OP03-R04-ContinentalBreakfast-192270-193110_3453.png
OP03-R04-ContinentalBreakfast-193145-195030_3493.png
OP03-R04-ContinentalBreakfast-195082-195871_3533.png
OP03-R04-ContinentalBreakfast-195881-198686_3586.png
OP03-R04-ContinentalBreakfast-198942-199748_3639.png","Why did I mix the condiment with another condiment while preparing the mixture, given the observed changes in my attention?","A: I was ensuring the flavors were well combined by focusing on the mixing process.
B: I was distracted by the nearby Crisco container and accidentally mixed it in.
C: I was checking the consistency of the mixture to ensure it was smooth.
D: I was influenced by someone else's suggestion to mix the condiments.
E: I was trying to hide the original taste of the condiment.",A
