video_id,Question,Answer Options,Category
8634c58a-95ee-4aed-aa80-9392073815cf,Where is the ground beef relative to my gaze when I add it to the skillet?,"A: The ground beef is on the countertop, to the left of my current fixation.
B: The ground beef is in the refrigerator, behind my current fixation.
C: The ground beef is in the skillet, directly under my current fixation.
D: The ground beef is on the chopping board, to the right of my current fixation.
E: The ground beef is in a package, to the left of the stove and my current fixation.",Kitchen
30294c41-c90d-438a-af19-c1c74787d06b,What did the viewer look at immediately after giving lady X the dice?,"A: The food on their plate.
B: Lady X as she tosses the dice.
C: The game board to plan their next move.
D: Lady Y who is eating.
E: The cards in their hand.",Living Room
9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223,"Why did man A collect the cards from the table while conversing with C, given the observed changes in my attention?","A: Man A was trying to hide certain cards from C and B.
B: Man A was preparing for the next round of the game by gathering all the cards.
C: Man A was distracted by a noise outside and wanted to quickly tidy up.
D: Man A was checking if any specific card was missing from the deck.
E: Man A was mimicking C's actions as he saw C reading the instruction paper.",Living Room
581e8371-9aae-4a33-ae80-2ed2628f5038,"Why did I open the test tube seal cover while arranging the COVID-19 test materials on the table, given the observed changes in my attention?","A: I was preparing to insert the collection swab into the nostril.
B: I was ensuring that all materials were ready for the next steps of the testing process.
C: I was distracted by the scissors and kept adjusting them.
D: I was trying to hide certain materials from others.
E: I was checking if any specific material was missing from the kit.",Medical Area
655a03ff-f639-4b27-b3ac-90a3c66dcd67,What did the viewer look at immediately after woman P shuffles cards with both hands?,"A: The phone on the table.
B: The cards in their own hands.
C: The cards dropped on the chair.
D: The refrigerator in the background.
E: The floor near the couch.",Living Room
44d3ef02-cfe2-48e1-bd86-91ea242d5bbc,Where is the object I focused on for the longest time relative to the cards in my hands?,"A: The orange bottle is on the table, to the left of the cards in my hands.
B: The television is on the shelf, behind and to the left of the cards in my hands.
C: The man X is sitting across from me, directly facing the cards in my hands.
D: The plant is near the window, to the right of the cards in my hands.
E: The lamp is on the side table, behind and to the right of the cards in my hands.",Living Room
c95ba288-2cca-46f2-b606-f4e4d145d40e,Where is the milk carton relative to my gaze when I add milk into the cup on the counter top?,"A: The milk carton is directly in front of my gaze, slightly to the right of the cup.
B: The milk carton is behind my gaze, near the wall socket.
C: The milk carton is to the left of my gaze, next to the sink.
D: The milk carton is below my gaze, near the bottom of the countertop.
E: The milk carton is above my gaze, on a higher shelf.",Kitchen
53ee9e25-ba9b-429e-9cad-70c223a2f881,"Why did I place the oil container on the kitchen countertop after spreading oil round the skillet, given the observed changes in my attention?","A: I was preparing to add more ingredients to the skillet.
B: I was distracted by the other people in the kitchen and wanted to keep the oil within reach.
C: I was ensuring that the oil container was out of the way for the next steps in cooking.
D: I was checking if the oil had heated up sufficiently in the skillet.
E: I was trying to mimic the actions of another cook nearby.",Kitchen
01d7a29d-f1a2-44d6-8871-178f26233d32,"Why did I use an Allen wrench to loosen the axle nut after initially trying with my hand and a regular wrench, given the observed changes in my attention?","A: I was distracted by the nearby bicycle and kept adjusting it instead.
B: I realized that the axle nut required a specific tool due to its design, which my gaze indicated as I examined it closely.
C: I was checking if the wheel was properly aligned before loosening the nut further.
D: I was influenced by someone else suggesting the use of an Allen wrench.
E: I was simply trying different tools out of curiosity without any particular reason.",Garage
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,What did the viewer look at immediately after person X walked away for the second time?,"A: The paper on the table.
B: Person Y who was talking.
C: The couch in the living room.
D: The television screen.
E: The kitchen area.",Living Room
566ad4e5-1ce4-4679-9d19-ef63072c848c,"Why did I shuffle the cards while organizing them, given the observed changes in my attention?","A: I was focusing on the deck to ensure it was properly shuffled.
B: I was distracted by the cards' edges and kept adjusting them.
C: I was checking if any specific card was missing from the deck.
D: I was trying to hide certain cards from the others.
E: I was preparing the cards for a trick.",Others
7d8b9b9f-7781-4357-a695-c88f7c7f7591,"Why did the woman B shift the card on the table with her right hand, given the observed changes in my attention?","A: She was trying to organize the cards for a better view, as I noticed her gaze focusing on the card arrangement.
B: She was signaling to me that she wanted me to pick up the card next.
C: She was distracted by the man A's gesture and accidentally moved the card.
D: She was checking if the card was placed correctly under the light, as I saw her glance at the ceiling.
E: She was preparing to reveal the card to the group, as I observed her looking towards the others.",Living Room
8455478f-ddba-4c24-a9a9-a05595643751,"Why did the man Z push a card forward with his left hand while organizing the cards, given the observed changes in my attention?","A: He was trying to signal a specific move to the woman A, who was watching closely.
B: He was clearing space on the table for other actions, as I noticed he had been looking at the center of the table.
C: He was distracted by the phone and accidentally pushed the card.
D: He was mimicking the actions of the man Y, who had just pushed a card forward.
E: He was ensuring that all the cards were evenly spaced, as I saw him frequently glance at the arrangement.",Living Room
642c0099-f952-4be6-83b8-cb8bfd94f7bb,What did I look at after getting the red bell pepper from the refrigerator?,"A: The pack of sesame seeds
B: The celery in the fridge
C: The carrot pack
D: The tomato pack
E: The onion",Kitchen
68c657c5-24e9-4a8a-80a4-3f1fa7bf0ae3,"Why did I read the instruction manual multiple times while performing the COVID-19 self-test, given the observed changes in my attention?","A: I was trying to memorize the instructions for future reference.
B: I was double-checking each step to ensure accuracy and avoid mistakes.
C: I was distracted by the test materials on the table and kept losing my place.
D: I was looking for a shortcut or an easier way to perform the test.
E: I was waiting for someone else to help me with the test.",Medical Area
9ca2dc18-2c57-44cb-8c91-4b8b5c7ca223,"Where is the playing cards box relative to your gaze direction in Frame 8, and what is its position on the table?","A: The playing cards box is on the table, directly in front of my gaze direction, near man A.
B: The playing cards box is on the table, to the left of my gaze direction, closer to the edge of the table.
C: The playing cards box is on the table, to the right of my gaze direction, near the center of the table.
D: The playing cards box is on the table, behind my gaze direction, near the wall.
E: The playing cards box is on the table, below my gaze direction, near the phone.",Living Room
084fe4d0-b55d-4de4-a26d-32d7735e9621,"In Frame 2, where is the object I am looking at relative to the chopsticks and the stove?","A: The object I am looking at is on the countertop, to the left of the chopsticks and in front of the stove.
B: The object I am looking at is near the edge of the pan, behind the chopsticks and slightly to the right of the stove.
C: The object I am looking at is inside the pan, directly under the chopsticks and centered over the stove burner.
D: The object I am looking at is on the countertop, to the right of the chopsticks and in front of the stove.
E: The object I am looking at is near the edge of the pan, to the left of the chopsticks and slightly in front of the stove.",Kitchen
5ec6e29f-9b84-49ff-ab42-22c562d5c4a3,What did I look at after unwrapping the COVID-19 collection swab with scissors?,"A: The testing tube on the table.
B: The couch in the background.
C: The scissors I just used.
D: The COVID-19 rapid antigen package.
E: The instruction manual.",Medical Area
971bf500-87fe-41a1-8ede-5b2eb1e87711,What did I look at after adding the tea bags to the cup?,"A: The electric kettle
B: The milk carton in the fridge
C: The sugar container in the cabinet
D: The spoon on the counter
E: The water faucet",Kitchen
1215d140-b34c-43f3-82dc-c3f102bbf1e4,What did I look at after adding butter to the skillet?,"A: The eggs on the countertop.
B: The stove knob to regulate heat.
C: The tomato near the sink.
D: The salt container on the counter.
E: The spatula in the plate dryer.",Kitchen
30294c41-c90d-438a-af19-c1c74787d06b,Where is the plate you picked up located relative to your gaze when you served the food?,"A: The plate is on the counter, to the left of your current fixation.
B: The plate is in front of you, directly under your gaze as you serve the food.
C: The plate is on the table, to the right of your current fixation.
D: The plate is on the floor, behind your current fixation.
E: The plate is on the counter, to the right of the phone and your current fixation.",Kitchen
869a2290-5509-49d0-8cc6-e0a0230790d3,"Where is the television relative to your gaze direction when you are watching it, and how does its position compare to the yoga mat you are on?","A: The television is directly in front of my gaze, positioned above the yoga mat I am on.
B: The television is slightly to the left of my gaze, positioned at the same level as the yoga mat.
C: The television is directly in front of my gaze, positioned below the yoga mat I am on.
D: The television is slightly to the right of my gaze, positioned above the yoga mat.
E: The television is directly in front of my gaze, positioned to the side of the yoga mat.",Living Room
df58f8e9-7300-4bf5-a7b6-1452b4ce4fc1,What did I look at immediately after getting onions from the bowl?,"A: The knife on the counter top.
B: The plate with other ingredients.
C: The cutting board and the knife.
D: The basket of plates.
E: The camera setup in the background.",Kitchen
6bc7a29f-3397-4549-9ee2-d98fa93da873,"Where is the skillet relative to my gaze when I add oil into it, and what object is positioned directly behind it?","A: The skillet is on the stove, slightly below and to the right of my gaze, with a pot of boiling noodles directly behind it.
B: The skillet is on the counter, in front of my gaze, with a cutting board directly behind it.
C: The skillet is on the stove, slightly below and to the left of my gaze, with a pot of boiling noodles directly behind it.
D: The skillet is on the stove, slightly above and to the right of my gaze, with a cutting board directly behind it.
E: The skillet is on the stove, slightly below and to the right of my gaze, with a cutting board directly behind it.",Kitchen
7d8b9b9f-7781-4357-a695-c88f7c7f7591,What did the viewer look at immediately after pressing the phone on the table with his left hand?,"A: The woman X arranging the cards on the table.
B: The plate of food in front of him.
C: The man Y sitting across the table.
D: The staircase in the background.
E: The glass of beer on the table.",Living Room
b3937482-c973-4263-957d-1d5366329dad,Where is the die that I just threw located relative to my current gaze direction and the position of person D's hand?,"A: The die is on the table, slightly in front of my current gaze direction and to the left of person D's hand.
B: The die is near the edge of the table, behind my current gaze direction and to the right of person D's hand.
C: The die is on the table, directly under my current gaze direction and next to person D's hand.
D: The die is on the table, to the right of my current gaze direction and in front of person D's hand.
E: The die is on the table, to the left of my current gaze direction and behind person D's hand.",Living Room
566ad4e5-1ce4-4679-9d19-ef63072c848c,"Why did I open the box while organizing the cards, given the observed changes in my attention?","A: I was distracted by the box's placement on the table and decided to move it aside.
B: I was checking if there were additional cards inside the box that needed to be included.
C: I was trying to hide the box from man Y to keep the game a surprise.
D: I was preparing the box for storage after finishing with the cards.
E: I was influenced by man Y__ actions and thought he wanted me to open it.",Others
8455478f-ddba-4c24-a9a9-a05595643751,Where is the object that the man Y pushed forward with his right hand located relative to the gaze direction and other objects on the table?,"A: The card is near the center of the table, directly in front of my current fixation.
B: The card is on the left side of the table, behind my current fixation and next to a glass of water.
C: The card is on the right side of the table, in front of my current fixation and to the right of the phone.
D: The card is near the edge of the table, to the left of my current fixation and beside a bowl of snacks.
E: The card is near the center of the table, to the right of my current fixation and above the phone.",Others
6bf869e6-32ac-4558-ac54-f78a5ad1e918,Where is the pot lid relative to my gaze when I cover the pot with its lid to steep the tea in Frame 8?,"A: The pot lid is directly in front of my gaze, slightly to the left.
B: The pot lid is on the countertop, to the right of my gaze.
C: The pot lid is above the pot, aligned with my gaze.
D: The pot lid is on the stove, to the right of my current fixation.
E: The pot lid is on the countertop, to the left of the electric kettle and my current fixation.",Kitchen
8455478f-ddba-4c24-a9a9-a05595643751,Where is the object that I looked at for the longest time relative to the person sitting directly across from me?,"A: The object is on the table, to the left of the person sitting directly across from me and near the bowl of snacks.
B: The object is on the table, in front of the person sitting directly across from me and close to the center of the table.
C: The object is on the table, to the right of the person sitting directly across from me and near the edge of the table.
D: The object is on the table, behind the person sitting directly across from me and near a phone.
E: The object is on the table, to the left of the person sitting directly across from me and near a can of drink.",Others
51fc36b3-e769-4617-b087-3826b280cad3,"Why did I pour the egg mixture into the skillet while checking the heat, given the observed changes in my attention?","A: I was ensuring the oil was evenly spread before adding the eggs.
B: I was distracted by the spatula and forgot to check the heat properly.
C: I was verifying that the skillet was hot enough to cook the eggs immediately.
D: I was trying to mimic someone else's cooking technique without understanding the process.
E: I was focused on the recipe paper and missed the actual cooking steps.",Kitchen
c4dbfed6-f922-4213-a574-da37c7afd61c,What did I look at after disposing of the tea bag in the trash can?,"A: The bottle of milk on the counter.
B: The refrigerator door.
C: The sink area.
D: The tissue paper roll.
E: The table with food items.",Kitchen
e26a1515-2609-42c3-a2d2-68b37cc0b4d6,"Why did I add rice vinegar to the tomato and cucumber salad in the mixing bowl, given the observed changes in my attention?","A: I was distracted by the bottle's label and thought it was olive oil.
B: I was focusing on balancing the flavors of the salad with a tangy element.
C: I was preparing to use the honey next and wanted to keep the ingredients close.
D: I was influenced by someone nearby who suggested using rice vinegar.
E: I was checking if the salt had been evenly distributed.",Kitchen
979fd973-086f-420e-b3af-9718eb171258,"Why did I rotate the COVID test swab around in the COVID test vial, given the observed changes in my attention?","A: I was ensuring that the swab collected enough sample for accurate testing.
B: I was distracted by the scissors on the table and kept adjusting them.
C: I was checking if the vial was properly sealed before inserting the swab.
D: I was trying to hide the swab from others in the room.
E: I was preparing the vial for a different medical test.",Medical Area
5111aaf5-7690-41bb-8b2d-7a109ddc6fd0,"Why did I read the instructions while playing cards, given the observed changes in my attention?","A: I was trying to remember the rules of the game by glancing at the instruction sheet.
B: I was distracted by the television and kept looking up to watch it.
C: I was checking if the other players were following the rules correctly.
D: I was ensuring that the cards were shuffled properly before starting.
E: I was waiting for the other players to finish their turns.",Living Room
c0a72173-8842-426c-a9ed-2b438af173f3,"Where is the object I focused on while adding water from the tap to a mug, relative to the stove and the sink?","A: The tap is near the sink, to the left of my gaze focus, with the stove further to the right.
B: The tap is near the sink, directly in front of my gaze focus, with the stove behind it.
C: The tap is near the sink, to the right of my gaze focus, with the stove further to the left.
D: The tap is near the sink, to the left of my gaze focus, with the stove also to the left.
E: The tap is near the sink, to the right of my gaze focus, with the stove directly behind it.",Kitchen
37081591-1f5f-454f-b2a4-bfdcec5ccca6,Where is the frying pan relative to my gaze when I tilt it to allow the egg mixture to flow into it?,"A: The frying pan is on the stove, directly in front of my current fixation.
B: The frying pan is on the stove, slightly to the left of my current fixation.
C: The frying pan is on the stove, slightly to the right of my current fixation.
D: The frying pan is on the countertop, behind my current fixation.
E: The frying pan is on the stove, below and to the right of my current fixation.",Kitchen
e246e05c-cc49-4d05-98ba-de2542e42c3f,What did I look at after tightening the right axle nut with my right hand?,"A: The left axle nut
B: The floor
C: The bicycle handlebars
D: The toolbox on the right
E: The wall",Garage
7d33f6b7-46c0-4087-97e5-100c369ffe45,Where is the big bowl I used to cover the pot on the stove relative to my gaze in Frame 7?,"A: The big bowl is directly in front of my gaze, slightly to the left.
B: The big bowl is to the right of my gaze and closer to the sink.
C: The big bowl is behind my gaze, near the countertop.
D: The big bowl is to the left of my gaze and closer to the stove.
E: The big bowl is directly in front of my gaze, slightly to the right.",Kitchen
4e07da0c-450f-4c37-95e9-e793cb5d8f7f,Where is the music book relative to your gaze direction when you are playing the french horn with your left hand?,"A: The music book is directly in front of my gaze, slightly below eye level.
B: The music book is to the right of my gaze, near the door.
C: The music book is to the left of my gaze, next to the jacket on the wall.
D: The music book is behind my gaze, closer to the mirror.
E: The music book is above my gaze, near the ceiling.",Others
30294c41-c90d-438a-af19-c1c74787d06b,"Why did I put the phone on the counter while serving food, considering the shifts in my attention?","A: I was trying to avoid distractions and focus solely on serving the food.
B: I was preparing to take a photo of the meal with my phone.
C: I was checking for incoming messages before starting to serve.
D: I was mimicking man X's behavior as he also placed his phone down.
E: I was ensuring that the phone wouldn't fall off while reaching for the plate.",Kitchen
83d9f439-642d-47b8-bc95-1a9442a0f4f6,"Why did I add black tea to the water in the pot while preparing a beverage, given the observed changes in my attention?","A: I was distracted by the measuring spoon and added it out of habit.
B: I intended to make a hot chocolate drink for myself.
C: I was following a recipe that required black tea as an ingredient.
D: I wanted to create a unique flavor by mixing tea with other spices on the counter.
E: I was mimicking someone else's actions without realizing the purpose.",Kitchen
5a6cc114-5581-4e04-9c60-843e6248da99,"Why did C shuffle the cards while organizing them, given the observed changes in her attention?","A: C was focusing on ensuring the cards were properly shuffled for a fair game.
B: C was distracted by the phone's light and kept adjusting it.
C: C was checking if any specific card was missing from the deck.
D: C was trying to hide certain cards from B.
E: C was preparing the cards for a trick.",Others
7fb68600-a998-46ae-b2b0-72fd1978b8fd,What did I look at before getting the timer from the countertop?,"A: The recipe on the counter.
B: The boiling pot on the stove.
C: The bowl containing ginger and milk.
D: The cabinet with cinnamon sticks.
E: The sink area.",Kitchen
db85dc4c-72a3-45a0-8f33-c239fe955f42,"Why did I squeeze out any air inside the tube while removing it from the wheel, given the observed changes in my attention?","A: I was ensuring that the tire lever could easily slide between the tube and the rim.
B: I was checking if the tube had a puncture before removing it.
C: I was preparing the tube for storage by deflating it completely.
D: I was making sure the tube would not get tangled with other parts of the bike.
E: I was trying to reduce the volume of the tube so it could fit better in the wheel.",Garage
2bb31b69-fcda-4f54-8338-f590944df999,"Why did I read the paper while A lady X was shuffling the cards, considering the shifts in my attention?","A: I was trying to memorize the rules of the game before starting.
B: I was checking if the instructions matched what A lady X was doing with the cards.
C: I was distracted by the text on the paper and not paying attention to A lady X.
D: I was ensuring that A lady X was following the correct procedure for shuffling.
E: I was preparing to explain the game rules to A lady X.",Living Room
ba2086b2-f43f-4096-8b84-e9a3bfc0020b,Where is the mixing bowl relative to my gaze when I crack eggs into it?,"A: The mixing bowl is on the countertop, directly in front of my current fixation.
B: The mixing bowl is on the countertop, to the left of my current fixation.
C: The mixing bowl is on the countertop, to the right of my current fixation.
D: The mixing bowl is on the countertop, behind my current fixation.
E: The mixing bowl is on the countertop, slightly below and to the right of my current fixation.",Kitchen
b3937482-c973-4263-957d-1d5366329dad,Where is the object that I am looking at relative to the person who picks up food?,"A: The object I am looking at is on the table, directly in front of the person who picks up food.
B: The object I am looking at is to the left of the person who picks up food and near the edge of the table.
C: The object I am looking at is on the board, slightly above and to the right of the person who picks up food.
D: The object I am looking at is on the table, to the right of the person who picks up food and near a bottle.
E: The object I am looking at is on the board, below and to the left of the person who picks up food.",Kitchen
b70b1c34-46b6-49af-bddb-505dc7738f96,Where is the craft material that I am currently holding relative to the craft material that Woman A pressed and put down?,"A: The craft material I am holding is in front of me, slightly to the right of the craft material that Woman A pressed and put down.
B: The craft material I am holding is on the floor, directly below the craft material that Woman A pressed and put down.
C: The craft material I am holding is behind the craft material that Woman A pressed and put down, near the shelf.
D: The craft material I am holding is to the left of the craft material that Woman A pressed and put down, closer to the edge of the table.
E: The craft material I am holding is above the craft material that Woman A pressed and put down, near the computer monitor.",Others
566ad4e5-1ce4-4679-9d19-ef63072c848c,Where is the object that you looked at for the longest time relative to your current position and other objects in the scene?,"A: The object is on the table, directly in front of me, near the cards I am shuffling.
B: The object is on the floor, to the left of the person sitting across from me.
C: The object is on the couch, behind the person sitting next to me.
D: The object is on the table, to the right of the cards I am holding.
E: The object is on the table, between the cards I am holding and the person sitting across from me.",Others
581e8371-9aae-4a33-ae80-2ed2628f5038,Where is the object I focused on while unboxing the COVID-19 test kit relative to the scissors and other materials on the table?,"A: The box is directly in front of my gaze, slightly to the left of the scissors and above the instruction manual.
B: The box is to the right of the scissors and below the instruction manual.
C: The box is behind the scissors and to the left of the instruction manual.
D: The box is to the left of the scissors and below the instruction manual.
E: The box is in front of the scissors and to the right of the instruction manual.",Medical Area
7eaebd26-b486-4f5f-9882-8de183348c99,"Where is the object I am looking at when I unfold a paper, and what is its position relative to other objects in the scene?","A: The object is on the floor, near the center of the room, directly below my current fixation.
B: The object is on the couch, to the right of the person sitting next to me, as I unfold the paper.
C: The object is on the table, in front of the window, slightly to the left of my current fixation.
D: The object is on the couch, to the left of the person sitting next to me, as I unfold the paper.
E: The object is on the floor, near the edge of the rug, to the right of the red stool.",Others
6a3376a7-949e-4385-b16e-076dfb8c3f5a,"Why did I carefully open the seal of the COVID-19 testing tube while following the instructions, given the observed changes in my attention?","A: I was distracted by the camera setup and kept adjusting it.
B: I was ensuring that the tube remained sterile for accurate test results.
C: I was checking if the instruction manual had additional steps written on the back.
D: I was trying to mimic someone else's actions as they demonstrated the process.
E: I was preparing to throw away the extra materials from the box.",Medical Area
be266e24-9627-4b79-84cb-1606b5743f0b,What did I look at before rinsing the bowl under the kitchen tap?,"A: The jar of oil on the countertop.
B: The skillet with scrambled eggs and tomatoes.
C: The fork that was just used.
D: The cutting board with remaining ingredients.
E: The ladle used for stirring.",Kitchen
b70b1c34-46b6-49af-bddb-505dc7738f96,What did the viewer look at immediately after putting down the craft material in Frame 3?,"A: The television screen
B: The woman's hands as she presses the craft material
C: The floor where the craft materials are scattered
D: The shelf with various items
E: The table where the craft materials are being assembled",Others
d80d1976-8a10-4af0-a9fb-d36264d3a074,Where is the cloth I used to clean the chain located relative to my gaze and other objects on the table?,"A: The cloth is on the table, slightly to the left of my current gaze and near the degreaser bottle.
B: The cloth is on the floor, far from my current gaze and not near any objects on the table.
C: The cloth is on the table, directly under my current gaze and next to the bicycle wheel.
D: The cloth is on the table, to the right of my current gaze and close to the tools.
E: The cloth is on the table, slightly to the left of my current gaze and near the bicycle handlebars.",Garage
d6ab4bdc-52c8-4398-ac3a-aff30f66260c,What did I look at after I unpacked the new tube?,"A: The valve cap on the new tube.
B: The partially inflated old tube.
C: The tire and wheel for deformation.
D: The workbench for tools.
E: The inner tube hole on the rim.",Garage
dafc891e-05f0-4734-88c6-1f818ac67a23,Where is the jigsaw piece that you focused on for the longest time relative to your current hand position?,"A: The jigsaw piece is in the second box, directly below your left hand.
B: The jigsaw piece is on the table, to the right of your left hand.
C: The jigsaw piece is in the first bowl, slightly to the left of your left hand.
D: The jigsaw piece is in the second box, to the left of your left hand.
E: The jigsaw piece is on the table, in front of your left hand.",Others
b3937482-c973-4263-957d-1d5366329dad,What did the viewer look at immediately after person P removed their face mask?,"A: The kitchen counter where the mask was dropped.
B: Person D who was walking in the room.
C: The dining table with the board game.
D: The paper that C put on the slab.
E: The wristband that person D was removing.",Living Room
ad14de7c-ea6f-4811-a590-1ee8a65275e4,"Where is the object I focused on the most while adding red chili powder to the egg mixture in the mixing bowl, relative to other objects?","A: The red chili powder is near the stove, to the left of the black pepper container.
B: The red chili powder is on the countertop, to the right of the mixing bowl and slightly above the black pepper container.
C: The red chili powder is on the countertop, to the left of the milk carton and below the cabinet.
D: The red chili powder is near the sink, to the right of the paper towel.
E: The red chili powder is on the countertop, to the right of the mixing bowl and next to the ice cube tray.",Kitchen
2d146c0f-88df-483d-8a26-efb052b9a8ac,What did I look at immediately after turning on the electric kettle?,"A: The mug on the kitchen counter.
B: The trash can in the corner.
C: The cinnamon powder container.
D: The refrigerator handle.
E: The sink area.",Kitchen
